회사명,종목코드,시장,감사인,감사의견,비고
뷰웍스,100120,코스닥,삼일회계법인,적정의견,
코오롱생명과학,102940,코스닥,삼일회계법인,적정의견,
엔시트론,101400,코스닥,삼일회계법인,적정의견,
한세실업,105630,유가,삼화회계법인,적정의견,
주성코퍼레이션,109070,유가,이촌회계법인,적정의견,
파인테크닉스,106240,코스닥,도원회계법인,적정의견,
미원홀딩스,107590,유가,삼덕회계법인,적정의견,
이수앱지스,086890,코스닥,삼정회계법인,적정의견,
디에스엠,104040,코스닥,한미회계법인,적정의견,
유비쿼스홀딩스,078070,코스닥,삼덕회계법인,적정의견,
메디톡스,086900,코스닥,삼일회계법인,적정의견,
엠게임,058630,코스닥,대주회계법인,적정의견,
아이컴포넌트,059100,코스닥,한영회계법인,적정의견,
NAVER,035420,유가,한영회계법인,적정의견,
HLB생명과학,067630,코스닥,삼정회계법인,적정의견,
이크레더블,092130,코스닥,삼일회계법인,적정의견,
부국철강,026940,유가,,,최근 2년 사업보고서 없음
부국철강,026940,유가,,,최근 2년 사업보고서 없음
KB금융,105560,유가,삼일회계법인,적정의견,
세운메디칼,100700,코스닥,태성회계법인,적정의견,
한국철강,104700,유가,삼정회계법인,적정의견,
마이크로컨텍솔,098120,코스닥,신한회계법인,적정의견,
이엠앤아이,083470,코스닥,삼정회계법인,적정의견,
일진전기,103590,유가,삼정회계법인,적정의견,
풍산,103140,유가,,,최근 2년 사업보고서 없음
LG이노텍,011070,유가,삼정회계법인,적정의견,
웰크론한텍,076080,코스닥,이촌회계법인,적정의견,
하이드로리튬,101670,코스닥,대주회계법인,적정의견,
슈프리마에이치큐,094840,코스닥,삼일회계법인,적정의견,
명문제약,017180,유가,삼정회계법인,적정의견,
서울옥션,063170,코스닥,광교회계법인,적정의견,
이스트소프트,047560,코스닥,삼정회계법인,적정의견,
비상교육,100220,유가,삼일회계법인,적정의견,
크레버스,096240,코스닥,대주회계법인,적정의견,
동성케미컬,102260,유가,한영회계법인,적정의견,
월덱스,101160,코스닥,삼덕회계법인,적정의견,
쎄트렉아이,099320,코스닥,삼일회계법인,적정의견,
브리지텍,064480,코스닥,신한회계법인,적정의견,
고영,098460,코스닥,삼일회계법인,적정의견,
조이시티,067000,코스닥,안진회계법인,적정의견,
우진비앤지,018620,코스닥,도원회계법인,적정의견,
테스,095610,코스닥,동성회계법인,적정의견,
예스24,053280,코스닥,삼도회계법인,적정의견,
엘디티,096870,코스닥,삼일회계법인,적정의견,
LG유플러스,032640,유가,삼정회계법인,적정의견,
메타바이오메드,059210,코스닥,삼덕회계법인,적정의견,
효성오앤비,097870,코스닥,동현회계법인,적정의견,
인바이오젠,101140,유가,삼덕회계법인,적정의견,
아시아나항공,020560,유가,삼일회계법인,적정의견,
SNT에너지,100840,유가,삼정회계법인,적정의견,
진양홀딩스,100250,유가,삼정회계법인,적정의견,
한울소재과학,091440,코스닥,삼일회계법인,적정의견,
엔케이,085310,유가,,,최근 2년 사업보고서 없음
에코볼트,097780,코스닥,태일회계법인,적정의견,
에스코넥,096630,코스닥,우리회계법인,적정의견,
일신바이오,068330,코스닥,이촌회계법인,적정의견,
서원인텍,093920,코스닥,광교회계법인,적정의견,
이씨에스,067010,코스닥,삼일회계법인,적정의견,
대창솔루션,096350,코스닥,예일회계법인,적정의견,
한전KPS,051600,유가,한영회계법인,적정의견,
한전KPS,051600,유가,한영회계법인,적정의견,
엑시온그룹,069920,코스닥,대주회계법인,적정의견,
알에프세미,096610,코스닥,대주회계법인,의견거절,
디엔에프,092070,코스닥,삼일회계법인,적정의견,
일진파워,094820,코스닥,삼일회계법인,적정의견,
비엠티,086670,코스닥,한영회계법인,적정의견,
기신정기,092440,유가,안진회계법인,적정의견,
신화프리텍,095190,코스닥,삼덕회계법인,적정의견,
KSS해운,044450,유가,성현회계법인,적정의견,
효성 ITX,094280,유가,삼일회계법인,적정의견,
현우산업,092300,코스닥,광교회계법인,적정의견,
유나이티드,033270,유가,선진회계법인,적정의견,
케이알엠,093640,코스닥,안진회계법인,적정의견,
디아이씨,092200,유가,,,최근 2년 사업보고서 없음
에스에너지,095910,코스닥,우리회계법인,적정의견,
성우전자,081580,코스닥,도원회계법인,적정의견,
엘엠에스,073110,코스닥,삼일회계법인,적정의견,
제이엠티,094970,코스닥,삼일회계법인,적정의견,
오디텍,080520,코스닥,선일회계법인,적정의견,
ISC,095340,코스닥,안진회계법인,적정의견,
네오티스,085910,코스닥,삼도회계법인,적정의견,
미래나노텍,095500,코스닥,안진회계법인,적정의견,
상보,027580,코스닥,대주회계법인,적정의견,
CJ제일제당,097950,유가,삼일회계법인,적정의견,
바이오톡스텍,086040,코스닥,동성회계법인,적정의견,
팬오션,028670,유가,삼정회계법인,적정의견,
옴니시스템,057540,코스닥,삼화회계법인,적정의견,
푸른로보틱스,094940,코스닥,삼화회계법인,적정의견,
웨이브일렉트로,095270,코스닥,안진회계법인,적정의견,
HJ중공업,097230,유가,,,감사의견 절을 못 찾음
빅솔론,093190,코스닥,한울회계법인,적정의견,
JW홀딩스,096760,유가,한영회계법인,적정의견,
S&K폴리텍,091340,코스닥,정진세림회계법인,적정의견,
SK이노베이션,096770,유가,삼정회계법인,적정의견,
멤레이비티,072770,코스닥,대성삼경회계법인,적정의견,
갤럭시아머니트리,094480,코스닥,삼정회계법인,적정의견,
에코프로,086520,코스닥,삼정회계법인,적정의견,
대산F&B,065150,코스닥,삼정회계법인,적정의견,
컴투스,078340,코스닥,삼일회계법인,적정의견,
네오위즈,095660,코스닥,삼일회계법인,적정의견,
삼성카드,029780,유가,안진회계법인,적정의견,
앤씨앤,092600,코스닥,이촌회계법인,적정의견,
엔텔스,069410,코스닥,한영회계법인,적정의견,
알루코,001780,유가,,,최근 2년 사업보고서 없음
풍강,093380,코스닥,한영회계법인,적정의견,
웅진씽크빅,095720,유가,삼일회계법인,적정의견,
동국제약,086450,코스닥,삼정회계법인,적정의견,
케이프,064820,코스닥,삼일회계법인,적정의견,
상신이디피,091580,코스닥,한울회계법인,적정의견,
한라IMS,092460,코스닥,안경회계법인,적정의견,
에프알텍,073540,코스닥,대주회계법인,적정의견,
이엠텍,091120,코스닥,신한회계법인,적정의견,
참좋은여행,094850,코스닥,동성회계법인,적정의견,
네오리진,094860,코스닥,삼덕회계법인,적정의견,
맵스리얼티,094800,유가,,,최근 2년 사업보고서 없음
LS증권,078020,코스닥,삼일회계법인,적정의견,
매커스,093520,코스닥,삼일회계법인,적정의견,
LSK아이로봇,091970,코스닥,삼일회계법인,적정의견,
네오팜,092730,코스닥,대주회계법인,적정의견,
오스코텍,039200,코스닥,인덕회계법인,적정의견,
켐트로닉스,089010,코스닥,삼정회계법인,적정의견,
제이스로보틱스,090470,코스닥,도원회계법인,적정의견,
동아엘텍,088130,코스닥,동성회계법인,적정의견,
메타랩스,090370,유가,동현회계법인,적정의견,
후성,093370,유가,,,최근 2년 사업보고서 없음
휴온스글로벌,084110,코스닥,,,감사의견 절을 못 찾음
케이씨티,089150,코스닥,한영회계법인,적정의견,
파트론,091700,코스닥,삼정회계법인,적정의견,
유니테스트,086390,코스닥,삼일회계법인,적정의견,
휴림로봇,090710,코스닥,이촌회계법인,적정의견,
LF,093050,유가,안진회계법인,적정의견,
에스에이티,060540,코스닥,태일회계법인,적정의견,
큐에스아이,066310,코스닥,삼덕회계법인,적정의견,
멀티캠퍼스,067280,코스닥,삼일회계법인,적정의견,
주연테크,044380,유가,이정회계법인,적정의견,
코스맥스비티아이,044820,유가,삼덕회계법인,적정의견,
코세스,089890,코스닥,정진세림회계법인,적정의견,
인천도시가스,034590,유가,광교회계법인,적정의견,
성창오토텍,080470,코스닥,삼정회계법인,적정의견,
넥스턴앤롤코리아,089140,코스닥,현대회계법인,적정의견,
제이티,089790,코스닥,태일회계법인,적정의견,
아이윈,090150,코스닥,태성회계법인,적정의견,
이녹스,088390,코스닥,한미회계법인,적정의견,
삼정펄프,009770,유가,현대회계법인,적정의견,
KEC,092220,유가,,,감사의견 절을 못 찾음
KPX홀딩스,092230,유가,삼정회계법인,적정의견,
THE E&M,089230,코스닥,삼덕회계법인,적정의견,
바텍,043150,코스닥,이정회계법인,적정의견,
MDS테크,086960,코스닥,우리회계법인,적정의견,
HDC현대EP,089470,유가,삼일회계법인,적정의견,
루멘스,038060,코스닥,삼화회계법인,적정의견,
CSA 코스믹,083660,코스닥,신한회계법인,적정의견,
NICE인프라,063570,코스닥,한영회계법인,적정의견,
쇼박스,086980,코스닥,삼정회계법인,적정의견,
팬엔터테인먼트,068050,코스닥,삼일회계법인,적정의견,
인포뱅크,039290,코스닥,삼정회계법인,적정의견,
노루페인트,090350,유가,이정회계법인,적정의견,
아모레퍼시픽,090430,유가,한영회계법인,적정의견,
아이오케이이엔엠,078860,코스닥,정동회계법인,적정의견,
동우팜투테이블,088910,코스닥,안경회계법인,적정의견,
롯데관광개발,032350,유가,한울회계법인,적정의견,
제이브이엠,054950,코스닥,,,감사의견 절을 못 찾음
평화산업,090080,유가,한영회계법인,적정의견,
우진플라임,049800,유가,도원회계법인,적정의견,
팅크웨어,084730,코스닥,,,감사의견 절을 못 찾음
신세계I&C,035510,유가,삼일회계법인,적정의견,
진바이오텍,086060,코스닥,인덕회계법인,적정의견,
티케이지애강,022220,코스닥,서우회계법인,적정의견,
진도,088790,유가,서우회계법인,적정의견,
에이스테크,088800,코스닥,삼일회계법인,적정의견,
맥쿼리인프라,088980,유가,,,최근 2년 사업보고서 없음
롯데쇼핑,023530,유가,삼정회계법인,적정의견,
셀트리온제약,068760,코스닥,신우회계법인,적정의견,
GST,083450,코스닥,신우회계법인,적정의견,
에너토크,019990,코스닥,우리회계법인,적정의견,
제우스,079370,코스닥,삼덕회계법인,적정의견,
뉴프렉스,085670,코스닥,삼정회계법인,적정의견,
유진테크,084370,코스닥,삼덕회계법인,적정의견,
CG인바이츠,083790,코스닥,현대회계법인,적정의견,
바이오니아,064550,코스닥,태성회계법인,적정의견,
헬릭스미스,084990,코스닥,삼화회계법인,적정의견,
인콘,083640,코스닥,삼화회계법인,적정의견,
차바이오텍,085660,코스닥,대주회계법인,적정의견,
현대글로비스,086280,유가,삼정회계법인,적정의견,
대봉엘에스,078140,코스닥,안진회계법인,적정의견,
와이엔텍,067900,코스닥,삼일회계법인,적정의견,
와이엔텍,067900,코스닥,삼일회계법인,적정의견,
케이엠,083550,코스닥,삼정회계법인,적정의견,
티비에이치글로벌,084870,유가,신한회계법인,적정의견,
수성웹툰,084180,코스닥,정동회계법인,적정의견,
하나금융지주,086790,유가,안진회계법인,적정의견,
제일연마,001560,유가,대주회계법인,적정의견,
모다이노칩,080420,코스닥,신한회계법인,적정의견,
비에이치아이,083650,코스닥,삼정회계법인,적정의견,
케스피온,079190,코스닥,서현회계법인,적정의견,
현대리바트,079430,유가,,,최근 2년 사업보고서 없음
비보존 제약,082800,코스닥,삼일회계법인,,
자연과환경,043910,코스닥,대주회계법인,적정의견,
와토스코리아,079000,코스닥,삼정회계법인,적정의견,
와토스코리아,079000,코스닥,삼정회계법인,적정의견,
대한제강,084010,유가,한미회계법인,적정의견,
폴라리스오피스,041020,코스닥,태성회계법인,적정의견,
휴림에이텍,078590,코스닥,신우회계법인,적정의견,
서린바이오,038070,코스닥,삼덕회계법인,적정의견,
새론오토모티브,075180,유가,삼일회계법인,적정의견,
그린케미칼,083420,유가,,,최근 2년 사업보고서 없음
가비아,079940,코스닥,삼덕회계법인,적정의견,
덕산하이메탈,077360,코스닥,삼정회계법인,적정의견,
아바코,083930,코스닥,안경회계법인,적정의견,
하나마이크론,067310,코스닥,삼일회계법인,적정의견,
엘오티베큠,083310,코스닥,한길회계법인,적정의견,
코스나인,082660,코스닥,대성회계법인,의견거절,
이상네트웍스,080010,코스닥,이촌회계법인,적정의견,
대상홀딩스,084690,유가,성현회계법인,적정의견,
코아스,071950,유가,,,최근 2년 사업보고서 없음
메디포스트,078160,코스닥,한울회계법인,적정의견,
우리바이오,082850,코스닥,대성삼경회계법인,적정의견,
모두투어,080160,코스닥,신한회계법인,적정의견,
이월드,084680,유가,삼일회계법인,적정의견,
동양고속,084670,유가,안진회계법인,적정의견,
한미반도체,042700,유가,삼일회계법인,적정의견,
가온그룹,078890,코스닥,삼일회계법인,적정의견,
쏠리드,050890,코스닥,예일회계법인,적정의견,
동일산업,004890,유가,,,최근 2년 사업보고서 없음
옵트론텍,082210,코스닥,안진회계법인,적정의견,
젬백스,082270,코스닥,한울회계법인,적정의견,
플랜티넷,075130,코스닥,인덕회계법인,적정의견,
삼호개발,010960,유가,대주회계법인,적정의견,
금호타이어,073240,유가,안진회계법인,적정의견,
금호타이어,073240,유가,안진회계법인,적정의견,
LIG아큐버,073490,코스닥,삼덕회계법인,적정의견,
인베니아,079950,코스닥,삼일회계법인,적정의견,
동양이엔피,079960,코스닥,대성삼경회계법인,적정의견,
제주반도체,080220,코스닥,대현회계법인,적정의견,
한창산업,079170,코스닥,삼덕회계법인,적정의견,
APS이노베이션,079810,코스닥,삼일회계법인,적정의견,
iMBC,052220,코스닥,인덕회계법인,적정의견,
서산,079650,코스닥,한울회계법인,적정의견,
서산,079650,코스닥,한울회계법인,적정의견,
KX하이텍,052900,코스닥,신우회계법인,적정의견,
손오공,066910,코스닥,삼일회계법인,적정의견,
미래컴퍼니,049950,코스닥,현대회계법인,적정의견,
아이크래프트,052460,코스닥,신한회계법인,적정의견,
CJ CGV,079160,유가,삼정회계법인,적정의견,
일진다이아,081000,유가,삼일회계법인,적정의견,
메가스터디,072870,코스닥,삼정회계법인,적정의견,
케이에스피,073010,코스닥,태성회계법인,적정의견,
KG파이낸셜,046440,코스닥,성현회계법인,적정의견,
대주전자재료,078600,코스닥,성현회계법인,적정의견,
텔레칩스,054450,코스닥,신한회계법인,적정의견,
HB테크놀러지,078150,코스닥,삼일회계법인,적정의견,
도이치모터스,067990,코스닥,삼일회계법인,적정의견,
유니드,014830,유가,삼일회계법인,적정의견,
토비스,051360,코스닥,도원회계법인,적정의견,
상신브레이크,041650,유가,삼정회계법인,적정의견,
국일제지,078130,코스닥,삼일회계법인,적정의견,
DMS,068790,코스닥,동성회계법인,적정의견,
인팩,023810,유가,삼덕회계법인,적정의견,
시너지이노베이션,048870,코스닥,동현회계법인,적정의견,
신성델타테크,065350,코스닥,성현회계법인,적정의견,
GS,078930,유가,안진회계법인,적정의견,
유니퀘스트,077500,유가,한영회계법인,적정의견,
다스코,058730,유가,,,최근 2년 사업보고서 없음
다스코,058730,유가,,,최근 2년 사업보고서 없음
한국경제TV,039340,코스닥,삼일회계법인,적정의견,
LG디스플레이,034220,유가,,,감사의견 절을 못 찾음
다날,064260,코스닥,삼일회계법인,적정의견,
텔코웨어,078000,유가,삼덕회계법인,적정의견,
형지I&C,011080,코스닥,대주회계법인,적정의견,
비케이홀딩스,050090,코스닥,이정회계법인,적정의견,
YBM넷,057030,코스닥,삼덕회계법인,적정의견,
CS,065770,코스닥,신한회계법인,적정의견,
아미노로직스,074430,코스닥,안진회계법인,적정의견,
테라젠이텍스,066700,코스닥,,,감사의견 절을 못 찾음
디에이피,066900,코스닥,안진회계법인,적정의견,
한양디지텍,078350,코스닥,한영회계법인,적정의견,
STX엔진,077970,유가,서현회계법인,적정의견,
동국알앤에스,075970,코스닥,광교회계법인,적정의견,
빛과전자,069540,코스닥,삼정회계법인,적정의견,
듀오백,073190,코스닥,안경회계법인,적정의견,
삼진엘앤디,054090,코스닥,다산회계법인,적정의견,
폴라리스AI파마,041910,코스닥,한미회계법인,적정의견,
NICE,034310,유가,한영회계법인,적정의견,
대교,019680,유가,,,최근 2년 사업보고서 없음
세진티에스,067770,코스닥,현대회계법인,적정의견,
인티큐브,070590,코스닥,삼일회계법인,적정의견,
리튬포어스,073570,코스닥,동성회계법인,적정의견,
테라사이언스,073640,코스닥,대주회계법인,의견거절,
우주일렉트로,065680,코스닥,삼정회계법인,적정의견,
기업은행,024110,유가,삼일회계법인,적정의견,
이엔플러스,074610,유가,삼덕회계법인,적정의견,
SOOP,067160,코스닥,동성회계법인,적정의견,
드림어스컴퍼니,060570,코스닥,삼정회계법인,적정의견,
버킷스튜디오,066410,코스닥,현대회계법인,적정의견,
원익QnC,074600,코스닥,한영회계법인,적정의견,
로체시스템즈,071280,코스닥,삼일회계법인,적정의견,
에스텍,069510,코스닥,삼정회계법인,적정의견,
오텍,067170,코스닥,삼정회계법인,적정의견,
키이스트,054780,코스닥,정동회계법인,적정의견,
현대에버다임,041440,코스닥,삼일회계법인,적정의견,
한솔홈데코,025750,유가,삼일회계법인,적정의견,
중앙백신,072020,코스닥,삼정회계법인,적정의견,
휴비츠,065510,코스닥,삼일회계법인,적정의견,
우리산업홀딩스,072470,코스닥,대주회계법인,적정의견,
디지털대성,068930,코스닥,대주회계법인,적정의견,
이수페타시스,007660,유가,대주회계법인,적정의견,
강원랜드,035250,유가,안진회계법인,적정의견,
유아이디,069330,코스닥,삼덕회계법인,적정의견,
티씨케이,064760,코스닥,삼정회계법인,적정의견,
YG PLUS,037270,유가,,,감사의견 절을 못 찾음
아모텍,052710,코스닥,다산회계법인,적정의견,
농심홀딩스,072710,유가,삼일회계법인,적정의견,
웰크론,065950,코스닥,대주회계법인,적정의견,
파워로직스,047310,코스닥,진일회계법인,적정의견,
한국금융지주,071050,유가,한영회계법인,적정의견,
이엘씨,041520,코스닥,삼일회계법인,적정의견,
유엔젤,072130,유가,삼정회계법인,적정의견,
SBS,034120,유가,한영회계법인,적정의견,
홈캐스트,064240,코스닥,삼화회계법인,적정의견,
씨씨에스,066790,코스닥,,,최근 2년 사업보고서 없음
웹젠,069080,코스닥,삼정회계법인,적정의견,
NC,036570,유가,삼정회계법인,적정의견,
하이스틸,071090,유가,삼정회계법인,적정의견,
대화제약,067080,코스닥,대주회계법인,적정의견,
스모트로닉,066590,코스닥,안경회계법인,적정의견,
JW신약,067290,코스닥,한영회계법인,적정의견,
하츠,066130,코스닥,안진회계법인,적정의견,
빅텍,065450,코스닥,이촌회계법인,적정의견,
탑엔지니어링,065130,코스닥,진일회계법인,적정의견,
DSR제강,069730,유가,삼일회계법인,적정의견,
DSR제강,069730,유가,삼일회계법인,적정의견,
이루온,065440,코스닥,대주회계법인,적정의견,
태경케미컬,006890,유가,삼일회계법인,적정의견,
재영솔루텍,049630,코스닥,한영회계법인,적정의견,
한국큐빅,021650,코스닥,대주회계법인,적정의견,
인터플렉스,051370,코스닥,이촌회계법인,적정의견,
삼영이엔씨,065570,코스닥,삼일회계법인,의견거절,
하이퍼코퍼레이션,065650,코스닥,예지회계법인,적정의견,
한성크린텍,066980,코스닥,대주회계법인,적정의견,
리더스코스메틱,016100,코스닥,한영회계법인,적정의견,
한농화성,011500,유가,신한회계법인,적정의견,
케이피엠테크,042040,코스닥,태일회계법인,적정의견,
디티씨,066670,코스닥,신우회계법인,적정의견,
아이로보틱스,066430,코스닥,서현회계법인,적정의견,
초록뱀미디어,047820,코스닥,삼일회계법인,적정의견,
인크레더블버즈,064090,코스닥,삼일회계법인,의견거절,
쎌바이오텍,049960,코스닥,삼일회계법인,적정의견,
NE능률,053290,코스닥,대주회계법인,적정의견,
테크엘,064520,코스닥,삼일회계법인,적정의견,
현대백화점,069960,유가,삼정회계법인,적정의견,
KG이니시스,035600,코스닥,삼일회계법인,적정의견,
비엘팜텍,065170,코스닥,삼일회계법인,적정의견,
대호에이엘,069460,유가,한영회계법인,의견거절,
대웅제약,069620,유가,삼정회계법인,적정의견,
플래스크,041590,코스닥,삼일회계법인,적정의견,
마니커,027740,유가,한울회계법인,적정의견,
SNT홀딩스,036530,유가,삼정회계법인,적정의견,
티케이지휴켐스,069260,유가,삼정회계법인,적정의견,
새로닉스,042600,코스닥,삼덕회계법인,적정의견,
SJG세종,033530,유가,동현회계법인,적정의견,
오리엔트정공,065500,코스닥,한영회계법인,적정의견,
에이전트AI,060900,코스닥,다산회계법인,적정의견,
에이전트AI,060900,코스닥,다산회계법인,적정의견,
국보디자인,066620,코스닥,한울회계법인,적정의견,
아이톡시,052770,코스닥,우리회계법인,의견거절,
에스아이리소스,065420,코스닥,인덕회계법인,적정의견,
포니링크,064800,코스닥,대성삼경회계법인,적정의견,
포스코스틸리온,058430,유가,한영회계법인,적정의견,
폴라리스AI,039980,코스닥,태성회계법인,적정의견,
현대바이오,048410,코스닥,삼정회계법인,적정의견,
삼성출판사,068290,유가,도원회계법인,적정의견,
세이브존I&C,067830,유가,예지회계법인,적정의견,
에스피지,058610,코스닥,,,감사인 이름을 못 읽음
토탈소프트,045340,코스닥,서현회계법인,적정의견,
교보증권,030610,유가,,,최근 2년 사업보고서 없음
서호전기,065710,코스닥,대주회계법인,적정의견,
파커스,065690,코스닥,삼덕회계법인,적정의견,
한샘,009240,유가,안진회계법인,적정의견,
HC홈센타,060560,코스닥,안경회계법인,적정의견,
코스리거글로벌,043710,코스닥,현대회계법인,적정의견,
아비코전자,036010,코스닥,우리회계법인,적정의견,
큐렉소,060280,코스닥,한영회계법인,적정의견,
제이케이시냅스,060230,코스닥,삼화회계법인,적정의견,
우원개발,046940,코스닥,이정회계법인,적정의견,
티사이언티픽,057680,코스닥,현대회계법인,적정의견,
인선이엔티,060150,코스닥,삼정회계법인,적정의견,
와이어블,065530,코스닥,태일회계법인,적정의견,
SM Life Design,063440,코스닥,대주회계법인,적정의견,
우신시스템,017370,유가,대주회계법인,적정의견,
지어소프트,051160,코스닥,이촌회계법인,적정의견,
지엔코,065060,코스닥,삼정회계법인,적정의견,
셀루메드,049180,코스닥,이정회계법인,의견거절,
KH바텍,060720,코스닥,정인회계법인,적정의견,
알에프텍,061040,코스닥,삼일회계법인,적정의견,
에스폴리텍,050760,코스닥,대주회계법인,적정의견,
이랜텍,054210,코스닥,삼일회계법인,적정의견,
ES큐브,050120,코스닥,태일회계법인,적정의견,
케이피티유,054410,코스닥,한울회계법인,적정의견,
3S,060310,코스닥,광교회계법인,적정의견,
LG전자,066570,유가,한영회계법인,적정의견,
화일약품,061250,코스닥,삼덕회계법인,적정의견,
오상자이엘,053980,코스닥,삼정회계법인,적정의견,
콜마홀딩스,024720,유가,대성삼경회계법인,적정의견,
NH농우바이오,054050,코스닥,안진회계법인,적정의견,
케이엘넷,039420,코스닥,,,감사의견 절을 못 찾음
SNT모티브,064960,유가,삼정회계법인,적정의견,
에스티아이,039440,코스닥,대주회계법인,적정의견,
잉크테크,049550,코스닥,인덕회계법인,적정의견,
대한뉴팜,054670,코스닥,대주회계법인,적정의견,
씨티씨바이오,060590,코스닥,삼정회계법인,적정의견,
인탑스,049070,코스닥,삼덕회계법인,적정의견,
LS마린솔루션,060370,코스닥,안진회계법인,적정의견,
피씨디렉트,051380,코스닥,이촌회계법인,적정의견,
광주신세계,037710,유가,삼일회계법인,적정의견,
광주신세계,037710,유가,삼일회계법인,적정의견,
구영테크,053270,코스닥,선일회계법인,적정의견,
한국기업평가,034950,코스닥,삼일회계법인,적정의견,
뉴보텍,060260,코스닥,삼일회계법인,적정의견,
동양에스텍,060380,코스닥,예지회계법인,적정의견,
백금T&A,046310,코스닥,삼덕회계법인,적정의견,
고려신용정보,049720,코스닥,예일회계법인,적정의견,
서울반도체,046890,코스닥,삼일회계법인,적정의견,
아가방컴퍼니,013990,코스닥,삼일회계법인,적정의견,
한주에이알티,058450,코스닥,선진회계법인,적정의견,
미코,059090,코스닥,한영회계법인,적정의견,
유신,054930,코스닥,삼덕회계법인,적정의견,
프럼파스트,035200,코스닥,신우회계법인,적정의견,
한국컴퓨터,054040,코스닥,한영회계법인,적정의견,
대동스틸,048470,코스닥,이정회계법인,적정의견,
링네트,042500,코스닥,삼덕회계법인,적정의견,
크레오에스지,040350,코스닥,동현회계법인,적정의견,
팬스타엔터프라이즈,054300,코스닥,안경회계법인,적정의견,
한빛소프트,047080,코스닥,안진회계법인,적정의견,
일진디스플,020760,유가,서현회계법인,적정의견,
NHN KCP,060250,코스닥,삼일회계법인,적정의견,
CNT85,056730,코스닥,신한회계법인,적정의견,
금강철강,053260,코스닥,신한회계법인,적정의견,
SY동아,041930,코스닥,신우회계법인,적정의견,
비츠로시스,054220,코스닥,성현회계법인,적정의견,
오리엔탈정공,014940,코스닥,한울회계법인,적정의견,
웰킵스하이텍,043590,코스닥,삼화회계법인,적정의견,
SFA,056190,코스닥,신한회계법인,적정의견,
리노공업,058470,코스닥,성현회계법인,적정의견,
성우테크론,045300,코스닥,예일회계법인,적정의견,
신화인터텍,056700,코스닥,삼일회계법인,적정의견,
엑사이엔씨,054940,코스닥,태성회계법인,적정의견,
피에이치에이,043370,코스닥,우리회계법인,적정의견,
종근당바이오,063160,유가,안진회계법인,적정의견,
APS,054620,코스닥,한영회계법인,적정의견,
코위버,056360,코스닥,태일회계법인,적정의견,
성호전자,043260,코스닥,이촌회계법인,적정의견,
YW,051390,코스닥,대성삼경회계법인,적정의견,
삼영엠텍,054540,코스닥,안경회계법인,적정의견,
이니텍,053350,코스닥,삼정회계법인,적정의견,
유진로봇,056080,코스닥,삼덕회계법인,적정의견,
태웅,044490,코스닥,동현회계법인,적정의견,
경남제약,053950,코스닥,안진회계법인,적정의견,
삼보모터스,053700,코스닥,서현회계법인,적정의견,
한컴위드,054920,코스닥,정진세림회계법인,적정의견,
코미팜,041960,코스닥,삼정회계법인,적정의견,
프리엠스,053160,코스닥,대주회계법인,적정의견,
코나아이,052400,코스닥,삼정회계법인,적정의견,
메디콕스,054180,코스닥,삼일회계법인,의견거절,
비트플래닛,049470,코스닥,대주회계법인,적정의견,
지에스이,053050,코스닥,삼덕회계법인,적정의견,
아이디스홀딩스,054800,코스닥,한울회계법인,적정의견,
코데즈컴바인,047770,코스닥,동성회계법인,적정의견,
안랩,053800,코스닥,대주회계법인,적정의견,
신한지주,055550,유가,,,감사의견 절을 못 찾음
YTN,040300,코스닥,신한회계법인,적정의견,
CMG제약,058820,코스닥,서우회계법인,적정의견,
JYP Ent.,035900,코스닥,삼정회계법인,적정의견,
KCC건설,021320,코스닥,삼정회계법인,적정의견,
세동,053060,코스닥,안경회계법인,적정의견,
프로텍,053610,코스닥,안진회계법인,적정의견,
액토즈소프트,052790,코스닥,한울회계법인,적정의견,
세코닉스,053450,코스닥,삼정회계법인,적정의견,
바이넥스,053030,코스닥,대주회계법인,적정의견,
오성첨단소재,052420,코스닥,삼덕회계법인,적정의견,
코웨이,021240,유가,안진회계법인,적정의견,
태양,053620,코스닥,삼일회계법인,적정의견,
오션인더블유,052300,코스닥,신한회계법인,적정의견,
유아이엘,049520,코스닥,삼정회계법인,적정의견,
대원미디어,048910,코스닥,우리회계법인,적정의견,
중앙첨단소재,051980,코스닥,삼일회계법인,적정의견,
세아홀딩스,058650,유가,삼일회계법인,적정의견,
CJ프레시웨이,051500,코스닥,삼정회계법인,적정의견,
파인디앤씨,049120,코스닥,대주회계법인,적정의견,
디지아이,043360,코스닥,신한회계법인,적정의견,
코텍,052330,코스닥,한울회계법인,적정의견,
한네트,052600,코스닥,삼일회계법인,적정의견,
에스티큐브,052020,코스닥,대성삼경회계법인,적정의견,
티에스넥스젠,043220,코스닥,예지회계법인,한정의견,
큐로홀딩스,051780,코스닥,삼정회계법인,적정의견,
피노,033790,코스닥,,,감사의견 절을 못 찾음
나라엠앤디,051490,코스닥,신우회계법인,적정의견,
에코심플렉스,038870,코스닥,정동회계법인,적정의견,
에이텍,045660,코스닥,동현회계법인,적정의견,
대아티아이,045390,코스닥,삼덕회계법인,적정의견,
캠시스,050110,코스닥,성현회계법인,적정의견,
현대바이오랜드,052260,코스닥,한영회계법인,적정의견,
SFA반도체,036540,코스닥,삼덕회계법인,적정의견,
LG생활건강,051900,유가,삼일회계법인,적정의견,
LG화학,051910,유가,삼일회계법인,적정의견,
